allyBaronKills,allyDragonKills,allyInhibitorKills,allySide,allyTowerKills,assists,ccScore,champLevel,championClass,championID,championMastery,championName,damageToChampions,damageToObjectives,deaths,enemyBaronKills,enemyDragonKills,enemyInhibitorKills,enemyTowerKills,firstBaron,firstBlood,firstBloodAssist,firstBloodKill,firstDragon,firstInhibitor,firstInhibitorAssist,firstTower,firstTowerAssist,fiveMinuteGoldDelta,fiveMinuteXPDelta,goldEarned,kills,matchId,riftHerald,summonerName,totalHealed,visionScore,visionWardsPurchased,wardKills,win
1,4,1,Blue,7,7,37,12,Support,None,34795,Rakan,3850,311,1,0,0,0,Red,2,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,46.299999999999955,505.5,6207,1,3205744018,Enemy,Xaphania,2966,36,5,7,1
2,4,3,Red,9,27,281,17,Mage,None,7157,Heimerdinger,38237,20821,6,0,2,0,Blue,6,Ally,Ally,False,False,Enemy,Ally,True,Ally,False,-261.9000000000001,-328.79999999999995,15797,8,3220554168,Ally,Liliene,2503,24,2,1,1
0,2,0,Red,4,13,98,13,Support,None,41701,Thresh,11310,2245,7,1,3,2,Blue,9,Enemy,Ally,False,False,Ally,Enemy,False,Ally,True,-167.20000000000005,-548.2,8817,2,3220498360,None,Liliene,5730,54,5,7,0
0,2,0,Blue,0,10,720,14,Marksman,None,25333,Ashe,11312,3505,5,2,2,3,Red,11,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,-146.70000000000005,-577.4000000000001,8820,1,3210762917,Enemy,Liliene,2727,15,0,2,0
0,1,0,Blue,2,12,174,14,Marksman,None,27077,Jhin,20672,1383,6,1,3,4,Red,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-604.5999999999999,-851.5999999999999,11387,5,3210745357,Enemy,Liliene,2924,21,3,3,0
1,3,1,Blue,7,15,178,15,Marksman,None,51115,Ezreal,26199,16246,0,0,0,0,Red,2,Ally,Ally,False,False,Ally,Ally,True,Ally,False,324.79999999999995,607.3,12386,9,3210649495,Ally,Liliene,3293,26,2,3,1
1,3,1,Red,11,10,57,15,Marksman,None,45815,Sivir,18668,21537,5,0,1,0,Blue,1,Ally,Ally,False,False,Ally,Ally,False,Ally,False,369.0,-398.79999999999995,14184,11,3210632482,Ally,Liliene,2349,40,5,4,1
0,0,0,Red,0,1,42,9,Marksman,None,103035,Caitlyn,7757,220,5,0,2,1,Blue,8,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,364.5,-10.900000000000091,6475,2,3210587604,Enemy,Liliene,1098,8,0,1,0
1,3,2,Red,8,19,206,18,Fighter,None,31203,Riven,39225,12932,7,0,2,0,Blue,5,Ally,Ally,False,False,Enemy,Ally,False,Ally,True,-613.7,-481.29999999999995,20733,14,3202934378,Enemy,Liliene,23382,39,3,5,1
1,2,2,Red,9,9,623,13,Marksman,None,25333,Ashe,12593,17048,2,0,1,0,Blue,0,Ally,Ally,False,False,Ally,Ally,True,Ally,False,6.599999999999909,-286.5999999999999,11628,5,3194542567,Ally,Liliene,2433,15,0,1,1
1,3,0,Red,5,9,297,16,Assassin,None,7293,MasterYi,26151,28450,6,2,2,1,Blue,9,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-550.0,-489.5999999999999,16719,15,3188262370,Enemy,Liliene,14078,29,0,11,0
0,2,2,Red,9,11,168,14,Marksman,None,26367,Kindred,12932,29725,6,0,1,0,Blue,2,None,Enemy,False,False,Ally,Ally,True,Enemy,False,162.79999999999995,218.79999999999995,10673,6,3161366952,Ally,shes my dad,13589,27,3,4,1
1,2,3,Blue,11,11,335,16,Fighter,None,15022,RekSai,18585,26687,2,0,1,0,Red,0,Ally,Ally,False,True,Ally,Ally,False,Ally,False,-59.5,362.5,13999,13,3161337791,Ally,shes my dad,16200,24,2,3,1
0,1,1,Blue,6,21,788,16,Tank,None,10171,Poppy,42727,15099,14,3,4,1,Red,8,Enemy,Ally,False,True,Enemy,Ally,True,Ally,False,-55.09999999999991,437.20000000000005,15368,10,3161143866,Enemy,shes my dad,7148,48,2,6,0
0,2,0,Red,6,4,136,11,Assassin,None,13314,Khazix,16440,14987,11,1,1,1,Blue,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-258.9000000000001,-59.40000000000009,8983,7,3127927627,None,shes my dad,9680,19,2,2,0
0,2,0,Red,4,5,99,16,Fighter,None,3888,Irelia,28472,6030,11,2,2,3,Blue,8,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,311.79999999999995,-132.20000000000005,15247,14,3124930561,Enemy,shes my dad,10614,10,0,0,0
0,2,3,Red,11,10,368,15,Fighter,None,15022,RekSai,23414,10976,3,0,1,0,Blue,1,None,Enemy,False,False,Enemy,Ally,False,Enemy,False,-114.90000000000009,-419.5,13853,11,3111778208,Enemy,shes my dad,13969,19,2,2,1
0,0,0,Red,3,1,155,11,Fighter,None,11558,Jax,5959,1939,10,0,2,2,Blue,10,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-113.70000000000005,-93.79999999999995,6354,1,3096642319,Enemy,shes my dad,5057,8,1,0,0
0,4,1,Blue,9,20,479,15,Tank,None,18846,Nunu,18038,40677,5,1,0,0,Red,4,Enemy,Ally,False,False,Ally,Ally,False,Enemy,False,123.90000000000009,95.90000000000009,11326,4,3096610567,Ally,shes my dad,31384,16,2,2,1
0,0,0,Blue,5,14,327,15,Assassin,None,3745,Evelynn,22222,3007,7,1,2,1,Red,7,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,582.2,-141.5,12770,8,3096572691,Enemy,shes my dad,7048,25,2,5,0
0,1,0,Blue,2,4,797,12,Marksman,None,1985,Ashe,17851,3467,9,1,2,3,Red,11,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,70.90000000000009,517.3,9936,5,3082059147,Enemy,shes my dad,1952,26,1,2,0
0,3,1,Blue,6,10,738,13,Marksman,None,1985,Ashe,22288,7384,6,0,0,0,Red,1,None,Ally,False,True,Ally,Ally,False,Ally,False,-299.70000000000005,-89.40000000000009,11829,8,3082026615,Ally,shes my dad,2730,22,3,3,1
1,2,3,Blue,11,7,133,14,Fighter,None,1812,Rumble,13502,9654,0,0,1,0,Red,1,Ally,Ally,False,False,Enemy,Ally,False,Ally,True,-87.59999999999991,-256.70000000000005,10309,6,3204724801,Ally,Kud,2194,20,3,2,1
1,3,2,Red,9,7,193,15,Fighter,None,1812,Rumble,21396,8412,3,0,0,0,Blue,2,Ally,Ally,False,True,Ally,Ally,False,Ally,False,446.5999999999999,507.0,11875,5,3204648422,None,Kud,3186,24,2,5,1
1,4,2,Red,9,16,382,15,Tank,None,6459,Sejuani,13203,14329,2,0,0,1,Blue,5,Ally,Ally,False,False,Ally,Enemy,False,Ally,False,-92.09999999999991,451.29999999999995,12894,8,3118617501,Enemy,Kud,11722,36,6,8,1
0,2,1,Red,7,5,294,15,Fighter,None,156682,Udyr,17098,30987,1,0,0,0,Blue,1,None,Ally,False,True,Ally,Ally,False,Ally,False,450.0999999999999,298.29999999999995,13799,15,3066525245,Ally,Kud,10162,17,0,3,1
1,4,3,Blue,11,6,222,15,Fighter,None,156682,Udyr,17691,47489,2,0,0,0,Red,0,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,7.0,167.29999999999995,13470,7,3065132283,Ally,Kud,8965,23,3,2,1
1,3,2,Red,11,5,163,14,Fighter,None,156682,Udyr,11316,38120,3,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,False,Ally,False,31.5,-198.5,11418,8,3065105708,Ally,Kud,9151,15,2,1,1
0,1,0,Blue,1,2,163,13,Fighter,None,156682,Udyr,8535,34142,3,1,2,0,Red,4,Enemy,Ally,False,False,Ally,None,None,Enemy,False,253.29999999999995,-11.400000000000091,9265,5,3062862929,Ally,Kud,9025,15,0,2,0
2,4,1,Red,9,12,271,17,Fighter,None,156682,Udyr,33990,60202,4,0,0,1,Blue,5,Ally,Enemy,False,False,Ally,Enemy,False,Ally,False,161.0999999999999,599.2,15743,9,3062834165,Ally,Kud,18997,46,1,7,1
1,2,1,Red,5,6,257,15,Fighter,None,156682,Udyr,22269,25896,4,0,1,0,Blue,2,Ally,Enemy,False,False,Ally,Ally,True,Enemy,False,-1.7999999999999545,82.70000000000005,15252,14,3062787218,Enemy,Kud,13000,24,3,3,1
0,0,0,Red,0,4,289,12,Support,None,2318,Zilean,9429,4038,8,0,1,3,Blue,11,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-253.29999999999995,406.9000000000001,6930,1,3020365330,Enemy,Kud,4564,12,3,1,0
1,3,0,Red,5,6,195,12,Fighter,None,998,RekSai,8584,19543,3,0,0,0,Blue,0,Ally,Enemy,False,False,Ally,None,None,Ally,False,28.5,-2.599999999999909,9848,7,3006950204,Enemy,Kud,11066,16,6,2,1
1,3,1,Red,9,10,162,16,Mage,None,1188,Azir,31409,7883,8,0,1,0,Blue,3,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,-51.0,824.4000000000001,10271,4,3220709097,None,Elo Mercenary,5314,15,0,1,1
0,3,3,Blue,9,3,249,13,Marksman,None,9754,Teemo,11831,8179,8,0,0,0,Red,4,None,Ally,False,True,Ally,Ally,False,Enemy,False,-18.5,-453.20000000000005,7336,1,3220628351,Ally,Elo Mercenary,509,9,0,0,1
0,0,0,Blue,0,0,29,10,Fighter,None,113,Jayce,3743,0,4,0,0,0,Red,1,None,Enemy,False,False,None,None,None,Enemy,False,-345.9000000000001,-85.5,4352,1,3220595262,None,Elo Mercenary,93,4,0,0,0
0,1,1,Blue,7,13,36,11,Support,None,9719,Yuumi,6674,2834,4,0,2,0,Red,2,None,Ally,False,False,Enemy,Ally,False,Ally,False,239.9000000000001,-199.4000000000001,6276,1,3220280201,Ally,Elo Mercenary,10025,44,3,0,1
1,4,2,Blue,9,24,55,15,Support,None,9719,Yuumi,12672,3662,5,0,1,0,Red,1,Ally,Ally,False,False,Ally,Ally,False,Ally,True,77.90000000000009,-219.79999999999995,9097,1,3220226207,Ally,Elo Mercenary,21700,43,0,0,1
0,1,0,Blue,1,1,9,9,Marksman,None,18357,Xayah,5432,0,7,0,1,0,Red,4,None,Enemy,False,False,Ally,None,None,Enemy,False,-53.5,437.5,4982,1,3220232738,Ally,Elo Mercenary,1158,11,0,2,0
0,3,0,Blue,5,4,390,16,Marksman,None,9754,Teemo,25449,2168,7,1,1,2,Red,11,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,177.4000000000001,75.20000000000005,8675,3,3220168960,Enemy,Elo Mercenary,993,12,0,1,0
0,1,0,Red,3,1,178,11,Assassin,None,9266,MasterYi,8027,8441,6,1,2,0,Blue,3,Enemy,Enemy,False,False,Ally,None,None,Enemy,False,338.5,474.4000000000001,7166,2,3220195788,Enemy,Elo Mercenary,7486,14,0,2,0
0,2,0,Red,2,4,160,10,Marksman,None,9754,Teemo,7329,293,5,0,0,0,Blue,1,None,Ally,False,False,Ally,None,None,Enemy,False,417.79999999999995,203.29999999999995,5041,2,3220043173,None,Elo Mercenary,1068,7,0,1,1
1,4,2,Blue,10,9,478,17,Marksman,None,9754,Teemo,30854,11074,6,1,0,0,Red,4,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,-14.0,314.20000000000005,11689,5,3220051497,Ally,Elo Mercenary,7144,20,0,5,1
0,0,0,Blue,0,6,20,12,Marksman,None,29614,Lucian,12291,0,11,1,3,3,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,25.90000000000009,-296.4000000000001,7242,2,3219702693,Enemy,Trigger 50 Cal,382,14,0,3,0
1,5,1,Red,7,15,59,17,Marksman,None,29614,Lucian,32614,23037,7,1,0,1,Blue,6,Enemy,Ally,False,True,Ally,Ally,False,Ally,False,586.0999999999999,-113.20000000000005,16734,17,3219626108,Ally,Trigger 50 Cal,6288,22,0,6,1
0,0,0,Red,3,8,57,14,Marksman,None,29614,Lucian,43238,7190,5,1,4,1,Blue,7,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,1.900000000000091,-284.5999999999999,14436,15,3219640543,Enemy,Trigger 50 Cal,4690,9,0,1,0
0,0,0,Red,0,0,161,5,Fighter,None,87,LeeSin,1222,0,3,0,2,1,Blue,6,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,-40.09999999999991,545.7,2764,0,3218231460,Enemy,Trigger 50 Cal,1750,3,0,0,0
0,2,1,Blue,7,6,12,11,Marksman,None,29614,Lucian,14245,8844,2,0,0,0,Red,1,None,Ally,False,False,Ally,Ally,False,Ally,False,-25.700000000000045,142.4000000000001,10230,9,3218143231,Ally,Trigger 50 Cal,2020,6,0,1,1
0,2,0,Red,4,5,45,11,Marksman,None,1611,Xayah,16231,6645,8,0,1,0,Blue,3,None,Ally,False,False,Ally,None,None,Ally,False,365.79999999999995,413.5999999999999,11023,11,3218110535,Ally,Trigger 50 Cal,1979,7,0,0,1
0,2,1,Red,8,6,40,10,Marksman,None,29981,Jinx,17349,8937,3,0,0,0,Blue,0,None,Enemy,False,False,Ally,Ally,True,Ally,False,-90.40000000000009,-38.09999999999991,10339,12,3218067904,Ally,Trigger 50 Cal,2011,4,0,1,1
0,5,0,Blue,4,12,54,17,Marksman,None,29614,Lucian,31759,26223,8,1,0,0,Red,6,Enemy,Ally,False,False,Ally,None,None,Ally,True,-52.299999999999955,-98.29999999999995,17936,11,3218083588,Ally,Trigger 50 Cal,5485,15,0,3,1
1,3,0,Red,3,9,104,12,Marksman,None,29981,Jinx,13654,19993,3,0,0,0,Blue,2,Ally,Enemy,False,False,Ally,None,None,Ally,False,198.5,-120.29999999999995,10101,7,3195748569,Ally,Trigger 50 Cal,1464,6,0,2,1
3,3,2,Red,6,11,211,18,Marksman,None,29614,Lucian,40105,37721,7,0,2,3,Blue,6,Ally,Enemy,False,False,Ally,Enemy,False,Ally,False,170.70000000000005,51.299999999999955,19574,13,3195716068,Enemy,Trigger 50 Cal,5759,22,0,5,0
1,3,0,Blue,5,10,67,15,Marksman,None,29614,Lucian,18316,19336,3,0,1,1,Red,7,Ally,Enemy,False,False,Ally,Enemy,False,Ally,False,-394.29999999999995,-548.4000000000001,14556,6,3195741102,Ally,Trigger 50 Cal,4082,5,0,1,0
0,0,0,Red,3,3,105,10,Mage,None,21657,Lux,14053,2329,6,0,2,2,Blue,7,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,342.70000000000005,-116.40000000000009,5487,1,3221467112,Enemy,confuniverse,310,17,1,0,0
1,3,3,Red,9,7,229,18,Marksman,None,60376,Caitlyn,48541,34828,3,0,1,0,Blue,3,Ally,Ally,False,True,Ally,Ally,True,Ally,False,199.9000000000001,-102.70000000000005,19475,18,3220551666,Ally,confuniverse,9257,17,1,5,1
0,1,0,Blue,1,5,321,13,Fighter,None,28616,LeeSin,11371,7236,9,0,3,1,Red,10,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-182.70000000000005,-454.79999999999995,10018,7,3220466838,Enemy,confuniverse,7125,21,3,2,0
2,4,3,Blue,10,5,203,18,Fighter,None,4478,Shyvana,27167,57893,7,0,2,0,Red,2,Ally,Enemy,False,False,Enemy,Ally,True,Ally,False,256.29999999999995,-118.70000000000005,18400,18,3219644153,Ally,confuniverse,16813,21,1,4,1
0,4,0,Blue,5,8,76,15,Assassin,None,30190,Zed,22635,1620,10,2,0,2,Red,9,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,159.29999999999995,18.299999999999955,12307,7,3219540353,Ally,confuniverse,1018,18,3,2,0
2,3,4,Blue,11,21,340,18,Marksman,None,28168,Varus,34859,22668,15,1,4,0,Red,5,Enemy,Ally,False,True,Ally,Ally,False,Enemy,False,-248.20000000000005,-443.4000000000001,21761,11,3218279832,Ally,confuniverse,8421,21,1,1,1
0,1,0,Blue,5,10,0,12,Marksman,None,105085,Kaisa,9582,9222,1,0,1,0,Red,1,None,Enemy,False,False,Ally,None,None,Ally,False,-126.90000000000009,-490.9000000000001,9033,4,3218255141,Enemy,confuniverse,1529,19,1,2,1
0,2,0,Red,4,9,609,15,Mage,None,28119,Cassiopeia,30162,4919,5,0,2,1,Blue,9,None,Enemy,False,False,Ally,Enemy,False,Enemy,False,259.9000000000001,618.0999999999999,12887,10,3218079251,Ally,confuniverse,10155,9,1,0,0
0,0,0,Red,1,1,348,13,Marksman,None,19235,Teemo,14587,3138,4,0,3,0,Blue,3,None,Enemy,False,False,Enemy,None,None,Enemy,False,183.4000000000001,325.70000000000005,8213,4,3218065882,None,confuniverse,2388,17,1,0,0
2,1,1,Red,9,16,320,15,Mage,None,244052,Zyra,29480,6127,8,0,1,0,Blue,3,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,181.9000000000001,-306.79999999999995,11622,5,3211114632,Enemy,BarahariTensei,340,60,5,9,1
1,1,3,Blue,11,16,376,13,Mage,None,244052,Zyra,20054,6398,7,0,1,0,Red,1,Ally,Ally,False,False,Enemy,Ally,False,Ally,True,395.0999999999999,-80.20000000000005,9544,1,3211099730,Ally,BarahariTensei,2137,65,12,8,1
0,1,0,Red,4,4,162,10,Mage,None,244052,Zyra,14855,1925,8,1,2,2,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,78.59999999999991,168.70000000000005,7317,2,3207172071,Enemy,BarahariTensei,475,52,7,3,0
0,0,0,Red,0,2,76,6,Mage,None,244052,Zyra,5834,0,5,0,1,1,Blue,8,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-173.70000000000005,256.0,2922,0,3207130659,Enemy,BarahariTensei,0,5,2,1,0
1,2,1,Blue,9,10,121,11,Support,None,38646,Janna,7702,2188,3,0,1,0,Red,0,Ally,Ally,False,True,Ally,Ally,True,Ally,False,309.0999999999999,-224.9000000000001,7762,2,3115168434,Ally,BarahariTensei,4275,40,8,6,1
0,2,2,Blue,10,8,126,10,Support,None,38646,Janna,6905,3642,6,0,1,0,Red,0,None,Ally,False,False,Ally,Ally,False,Ally,False,186.0999999999999,545.3,6591,1,3115150970,Ally,BarahariTensei,2444,43,4,3,1
0,2,0,Red,0,1,118,9,Mage,None,79137,Velkoz,10594,1170,2,0,0,0,Blue,4,None,Enemy,False,False,Ally,None,None,Enemy,False,-165.5999999999999,377.5999999999999,5893,3,3115133429,Enemy,BarahariTensei,482,12,2,3,0
1,2,2,Red,9,18,162,16,Support,None,5042,Nami,20408,2958,14,1,2,3,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,493.0999999999999,-48.0,12670,6,3115067915,Enemy,BarahariTensei,26357,95,14,13,1
0,0,0,Blue,1,10,107,12,Support,None,38646,Janna,7184,0,9,1,5,2,Red,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,242.70000000000005,389.70000000000005,7222,3,3023778743,None,BarahariTensei,2888,53,6,5,0
0,2,1,Red,6,4,241,9,Mage,None,244052,Zyra,8669,1853,4,0,0,0,Blue,0,None,Ally,False,False,Ally,Ally,True,Ally,False,-361.0,-390.0999999999999,6396,1,2976774196,Ally,BarahariTensei,505,40,7,6,1
1,1,1,Blue,10,6,204,13,Mage,None,244052,Zyra,14876,8530,3,0,1,0,Red,2,Ally,Enemy,False,False,Enemy,Ally,True,Ally,False,-103.70000000000005,-151.4000000000001,9579,6,2975398901,Enemy,BarahariTensei,131,42,4,7,1
0,1,0,Red,0,12,237,12,Support,None,68873,Lulu,2430,229,7,1,3,3,Blue,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,349.4000000000001,-79.29999999999995,5998,0,3213236467,Enemy,ClaireMing,2306,19,1,3,0
0,1,0,Blue,1,13,223,13,Support,None,68873,Lulu,3972,981,7,1,2,4,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-465.20000000000005,-366.0,6702,1,3213240734,Enemy,ClaireMing,3212,45,3,4,0
0,1,0,Blue,6,11,285,12,Support,None,68873,Lulu,7229,3589,4,2,3,2,Red,10,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,-351.4000000000001,-365.5999999999999,7515,1,3140948679,Enemy,ClaireMing,362,50,4,5,0
0,2,1,Blue,6,15,333,12,Support,None,68873,Lulu,5450,8908,1,0,0,0,Red,0,None,Enemy,False,False,Ally,Ally,True,Ally,False,155.0999999999999,-12.0,8306,4,3037695521,Ally,ClaireMing,949,42,3,5,1
1,2,1,Red,8,29,250,14,Support,None,68873,Lulu,7943,4020,4,0,1,0,Blue,3,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,-566.9000000000001,-414.0,10510,5,3007008643,None,ClaireMing,1097,45,4,3,1
0,0,0,Blue,0,6,139,11,Support,None,3036,Janna,4722,2115,6,1,3,2,Red,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-542.8,-404.79999999999995,5170,1,3006987764,Enemy,ClaireMing,3423,26,4,2,0
1,2,1,Red,7,21,208,14,Support,None,68873,Lulu,7355,3843,2,0,1,0,Blue,2,Ally,Enemy,False,False,Enemy,Ally,True,Ally,True,-272.20000000000005,-171.4000000000001,9762,4,3006985299,Ally,ClaireMing,2271,49,6,6,1
1,2,1,Blue,7,26,234,14,Support,None,68873,Lulu,8014,5411,8,0,2,0,Red,5,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,-65.70000000000005,-248.0,10772,3,3006991149,Enemy,ClaireMing,1411,64,6,11,1
1,1,2,Blue,10,16,224,12,Support,None,68873,Lulu,5936,5386,4,0,1,0,Red,0,Ally,Enemy,False,False,Enemy,Ally,True,Ally,True,-316.0,-258.0,9279,4,3006965134,Ally,ClaireMing,613,47,4,9,1
0,0,0,Red,0,2,496,12,Support,None,68873,Lulu,9587,677,5,1,3,3,Blue,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-266.29999999999995,6.900000000000091,7326,1,2988771120,None,ClaireMing,111,11,1,1,0
1,0,0,Red,6,18,329,14,Support,None,68873,Lulu,10954,5859,6,1,5,2,Blue,9,Ally,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-472.29999999999995,-375.79999999999995,10913,4,2988579807,Enemy,ClaireMing,5412,62,1,8,0
1,1,2,Red,10,18,207,17,Mage,None,42465,Annie,28129,11467,9,0,2,0,Blue,3,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,-200.70000000000005,-188.9000000000001,14645,12,3033757912,Ally,Yekim the God,5253,14,2,2,1
1,3,1,Red,9,4,293,13,Tank,None,474145,Nunu,5326,31866,3,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,True,Ally,True,61.40000000000009,-139.0999999999999,8153,1,3017727579,Ally,Yekim the God,14898,16,0,1,1
1,2,0,Blue,5,2,366,12,Tank,None,474145,Nunu,5062,33399,1,0,0,0,Red,0,Ally,Ally,False,False,Ally,None,None,Ally,False,291.9000000000001,-22.09999999999991,8591,4,3000656829,Ally,Yekim the God,13804,12,0,0,1
0,3,0,Red,4,7,453,15,Tank,None,474145,Nunu,12046,14297,2,0,1,2,Blue,8,None,Ally,False,False,Ally,Enemy,False,Enemy,False,14.799999999999955,-342.4000000000001,11025,3,2989941927,Enemy,Yekim the God,23248,24,1,1,0
0,3,0,Red,1,8,527,13,Tank,None,474145,Nunu,10313,20443,4,1,0,1,Blue,8,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,199.29999999999995,99.5,9841,5,2989445951,Enemy,Yekim the God,16412,24,1,6,0
2,4,2,Red,9,6,448,18,Mage,None,42465,Annie,37243,20436,4,0,2,0,Blue,5,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-64.20000000000005,460.5999999999999,18636,14,2987999062,Enemy,Yekim the God,9373,21,1,2,1
0,3,1,Red,8,20,532,15,Tank,None,474145,Nunu,12221,20920,5,1,2,1,Blue,6,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,58.799999999999955,-37.59999999999991,10654,2,2987979561,Ally,Yekim the God,24311,30,2,3,1
3,5,1,Red,6,19,341,17,Tank,None,474145,Nunu,12628,34775,3,0,0,0,Blue,6,Ally,Enemy,False,False,Ally,Ally,True,Enemy,False,-152.0999999999999,-447.0,13750,5,2987974741,Enemy,Yekim the God,34572,26,2,2,1
1,2,3,Red,11,8,348,16,Mage,None,42465,Annie,22442,7276,2,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,True,Ally,False,108.79999999999995,418.9000000000001,14091,14,2987812224,Ally,Yekim the God,5770,32,2,7,1
0,1,0,Red,3,7,249,13,Mage,None,42465,Annie,8222,1942,5,1,2,3,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-141.79999999999995,469.9000000000001,8121,1,2983537865,Ally,Yekim the God,1340,12,1,1,0
0,2,0,Red,0,6,380,12,Tank,None,474145,Nunu,10336,7892,5,1,1,2,Blue,10,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,-61.40000000000009,-157.29999999999995,9035,4,2981492805,Enemy,Yekim the God,13852,13,0,0,0
0,1,0,Blue,4,5,232,11,Support,None,2274,Soraka,5008,84,5,1,2,2,Red,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,98.20000000000005,181.0999999999999,6085,2,3186339523,Enemy,Ninja Donald,15191,21,1,0,0
0,2,0,Blue,4,13,58,11,Support,None,28150,Sona,14739,5182,0,0,0,0,Red,1,None,Enemy,False,False,Ally,None,None,Ally,True,348.29999999999995,-81.79999999999995,10130,6,3065634827,Ally,Ninja Donald,6915,15,0,2,1
1,1,1,Blue,9,19,44,14,Support,None,28150,Sona,23254,17102,4,0,3,0,Red,1,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,64.09999999999991,-158.5,14525,10,3065081775,None,Ninja Donald,18867,33,0,3,1
0,0,0,Blue,4,7,12,9,Support,None,28150,Sona,4880,3423,0,0,1,0,Red,0,None,Ally,False,False,Enemy,None,None,Ally,True,-117.29999999999995,-11.700000000000045,6742,1,3065057622,Ally,Ninja Donald,2837,10,0,0,1
0,2,1,Red,7,18,40,12,Support,None,28150,Sona,11374,6628,4,0,1,0,Blue,1,None,Ally,False,False,Enemy,Ally,True,Ally,True,-140.70000000000005,-508.29999999999995,10196,5,3064559736,Ally,Ninja Donald,15984,25,1,1,1
1,2,1,Blue,10,17,56,14,Support,None,28150,Sona,16555,8683,3,0,1,0,Red,5,Ally,Ally,False,False,Enemy,Ally,False,Ally,True,54.200000000000045,-311.29999999999995,12112,4,3064530767,None,Ninja Donald,26858,35,0,4,1
1,3,2,Red,10,23,38,15,Support,None,28150,Sona,12635,8021,0,1,2,0,Blue,3,Enemy,Enemy,False,False,Enemy,Ally,False,Enemy,False,-147.79999999999995,-587.0,11488,1,3064512696,Enemy,Ninja Donald,23166,44,1,5,1
1,2,1,Blue,8,19,40,15,Support,None,28150,Sona,17137,9163,2,0,2,1,Red,6,Ally,Enemy,False,False,Ally,Enemy,False,Enemy,False,-233.5,-123.90000000000009,13206,2,3064483002,Ally,Ninja Donald,26486,43,0,5,1
0,3,1,Red,8,18,59,14,Support,None,28150,Sona,20728,4669,7,0,1,0,Blue,1,None,Enemy,False,False,Enemy,Ally,False,Ally,False,23.0,-345.4000000000001,12740,4,3064444181,None,Ninja Donald,19226,18,0,2,1
0,2,1,Blue,8,20,40,12,Support,None,28150,Sona,11298,4908,4,0,1,0,Red,0,None,Ally,False,True,Ally,Ally,False,Ally,False,300.4000000000001,-219.0,10744,5,3064020035,Ally,Ninja Donald,17209,30,2,3,1
0,2,2,Blue,10,19,37,13,Support,None,28150,Sona,16966,5927,1,0,1,0,Red,1,None,Enemy,False,False,Enemy,Ally,True,Enemy,False,269.4000000000001,95.59999999999991,10450,5,3063997541,Ally,Ninja Donald,17080,18,0,0,1
