allyBaronKills,allyDragonKills,allyInhibitorKills,allySide,allyTowerKills,assists,ccScore,champLevel,championClass,championID,championMastery,championName,damageToChampions,damageToObjectives,deaths,enemyBaronKills,enemyDragonKills,enemyInhibitorKills,enemySide,enemyTowerKills,firstBaron,firstBlood,firstBloodAssist,firstBloodKill,firstDragon,firstInhibitor,firstInhibitorAssist,firstTower,firstTowerAssist,fiveMinuteGoldDelta,fiveMinuteXPDelta,goldEarned,kills,matchId,riftHerald,summonerName,totalHealed,visionScore,visionWardsPurchased,wardKills,win
0,0,0,Red,1,5,140,8,Tank,None,40264,Nautilus,4479,622,3,0,1,1,Blue,8,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,-479.5,-281.20000000000005,4480,1,3219326457,Enemy,RAKAN BABA,38,10,2,1,0
0,1,0,Blue,2,7,76,11,Support,None,173857,Rakan,4641,221,4,0,3,0,Red,4,None,Enemy,False,False,Enemy,None,None,Ally,False,-36.5,-412.20000000000005,5971,0,3219343653,Ally,RAKAN BABA,2219,44,4,5,0
0,0,0,Red,1,2,59,14,Assassin,None,26912,Akali,13945,2086,4,1,4,1,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,118.0,82.90000000000009,10898,6,3117735644,Enemy,Jnitsu,4517,16,4,1,0
0,0,0,Blue,2,6,129,14,Mage,None,326878,Azir,18417,1601,5,1,3,2,Red,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,371.70000000000005,-34.700000000000045,10100,5,3117691706,Enemy,Jnitsu,3249,9,1,0,0
0,0,0,Blue,1,3,358,13,Mage,None,15244,Sylas,16870,0,9,0,2,2,Red,9,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,228.29999999999995,750.9000000000001,8293,5,3116243813,Ally,Jnitsu,5439,11,1,1,0
1,4,1,Red,9,7,307,18,Assassin,None,396915,Kassadin,67768,10002,4,0,0,0,Blue,1,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,32.299999999999955,52.59999999999991,20393,28,3109426298,Ally,Jnitsu,19732,23,5,4,1
0,1,0,Blue,1,3,45,12,Assassin,None,26912,Akali,10316,0,8,0,1,0,Red,6,None,Enemy,False,False,Enemy,None,None,Ally,False,114.70000000000005,-173.5,7066,4,3109382942,None,Jnitsu,2367,14,2,0,0
0,0,0,Blue,0,3,28,8,Marksman,None,42200,Jinx,4503,0,4,0,1,0,Red,3,None,Enemy,False,False,Enemy,None,None,Enemy,False,45.299999999999955,-397.70000000000005,4615,1,3109374707,None,Jnitsu,693,6,2,0,0
1,1,2,Blue,9,12,54,17,Assassin,None,245581,Leblanc,39804,2705,5,1,3,1,Red,9,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-467.0999999999999,-553.3,14405,8,3109321082,Ally,Jnitsu,12541,27,4,3,1
1,2,1,Red,7,4,193,18,Assassin,None,396915,Kassadin,47629,18140,4,0,2,0,Blue,4,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,149.79999999999995,611.3,17850,18,3109289946,Enemy,Jnitsu,11971,28,3,5,1
0,1,0,Red,5,19,575,16,Mage,None,15244,Sylas,32098,3160,11,1,4,1,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,-284.29999999999995,476.20000000000005,14114,11,3109248467,None,Jnitsu,6076,20,3,3,0
2,3,3,Blue,9,9,162,16,Mage,None,326878,Azir,19321,10758,6,0,1,0,Red,4,Ally,Ally,False,True,Ally,Ally,False,Enemy,False,-302.79999999999995,338.5999999999999,11143,3,3103099939,Enemy,Jnitsu,3213,19,2,2,1
0,1,0,Blue,4,6,221,14,Assassin,None,137671,Fizz,10104,0,8,2,3,1,Red,7,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,78.59999999999991,322.20000000000005,10825,4,3102919979,Enemy,Jnitsu,3004,17,5,2,0
1,2,2,Blue,10,4,100,15,Assassin,None,660203,Zed,23745,5495,1,0,1,0,Red,1,Ally,Ally,False,True,Enemy,Ally,True,Ally,False,33.90000000000009,-415.79999999999995,12286,10,3137912036,Ally,RNG SilverBullet,3133,23,3,4,1
1,2,0,Red,6,28,205,16,Support,None,239708,Thresh,17621,5124,6,2,3,1,Blue,8,Ally,Enemy,False,False,Ally,Enemy,False,Ally,False,512.0,413.9000000000001,13218,7,3137239059,Ally,RNG SilverBullet,5490,71,5,7,0
1,1,0,Red,4,13,319,14,Mage,None,3762,Fiddlesticks,11013,1200,11,0,3,2,Blue,7,Ally,Ally,False,False,Ally,Enemy,False,Enemy,False,-604.2,-377.4000000000001,8027,1,3136472882,None,RNG SilverBullet,1341,40,5,2,0
1,4,5,Blue,11,29,171,16,Support,None,239708,Thresh,17852,2474,8,0,0,0,Red,2,Ally,Ally,False,False,Ally,Ally,True,Enemy,False,-399.29999999999995,-245.9000000000001,10518,2,3136429952,None,RNG SilverBullet,6670,33,3,2,1
0,2,0,Red,1,3,59,13,Assassin,None,660203,Zed,15985,1682,5,0,1,0,Blue,2,None,Enemy,False,False,Ally,None,None,Ally,False,302.29999999999995,-112.79999999999995,9362,7,3136421323,Ally,RNG SilverBullet,1233,22,3,4,0
0,2,1,Blue,9,14,487,14,Tank,None,15927,Zac,14533,13688,0,0,0,0,Red,1,None,Enemy,False,False,Ally,Ally,True,Ally,False,87.20000000000005,-126.40000000000009,10980,13,3136333390,Ally,RNG SilverBullet,25478,18,1,2,1
0,0,0,Red,4,6,92,13,Assassin,None,660203,Zed,22012,2851,4,1,3,1,Blue,8,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-559.5,-547.5999999999999,10859,8,3136207521,Enemy,RNG SilverBullet,1802,31,5,4,0
1,2,2,Blue,8,7,172,17,Fighter,None,240564,Riven,28120,13721,4,0,1,0,Red,5,Ally,Ally,False,True,Enemy,Ally,True,Ally,False,306.79999999999995,248.5999999999999,15150,15,3134695644,Enemy,RNG SilverBullet,8611,30,2,4,1
1,4,1,Blue,9,12,112,16,Assassin,None,660203,Zed,22483,8145,5,0,0,0,Red,1,Ally,Ally,False,False,Ally,Ally,True,Enemy,False,-159.4000000000001,347.29999999999995,12947,10,3134516664,Enemy,RNG SilverBullet,2785,42,4,9,1
0,2,0,Red,3,6,248,15,Fighter,None,20654,Aatrox,17555,17654,1,1,0,0,Blue,3,Enemy,Ally,False,False,Ally,None,None,Ally,False,18.90000000000009,716.8,12054,11,3133930343,Ally,RNG SilverBullet,12476,18,1,0,1
1,2,2,Red,9,5,91,16,Assassin,None,660203,Zed,27443,5271,1,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,True,Ally,False,3.599999999999909,421.5999999999999,13112,19,3133692262,Ally,RNG SilverBullet,1681,20,2,4,1
1,4,4,Blue,11,28,109,14,Tank,None,69191,Leona,9783,1829,12,0,1,0,Red,0,Ally,Ally,False,True,Ally,Ally,False,Ally,False,107.09999999999991,-15.200000000000045,9537,1,3220752322,Ally,See Ya In Arbys,4232,36,6,3,1
1,4,4,Red,10,16,350,18,Fighter,None,5671,Rumble,72581,12222,12,1,2,2,Blue,8,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,-0.900000000000091,103.59999999999991,19098,17,3220719312,Ally,See Ya In Arbys,21409,24,1,0,1
0,2,2,Blue,10,17,12,13,Support,None,68001,Sona,8836,1061,5,0,1,0,Red,0,None,Ally,False,False,Ally,Ally,True,Ally,False,-361.79999999999995,-319.9000000000001,7099,1,3218078560,None,See Ya In Arbys,12396,36,0,2,1
0,0,0,Blue,0,0,157,12,Fighter,None,5671,Rumble,14012,527,2,0,2,1,Red,7,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,282.20000000000005,367.0999999999999,9554,10,3204621959,Enemy,See Ya In Arbys,0,9,0,0,0
1,3,3,Red,10,2,175,17,Fighter,None,10457,Yorick,25032,31818,3,0,0,0,Blue,2,Ally,Ally,False,True,Ally,Ally,False,Enemy,False,66.59999999999991,500.4000000000001,15061,12,3201811468,Ally,See Ya In Arbys,9838,8,1,0,1
1,5,0,Red,4,8,84,18,Mage,None,170380,Ryze,28691,26478,4,0,0,0,Blue,3,Ally,Ally,False,False,Ally,None,None,Ally,False,59.700000000000045,448.5999999999999,17338,12,3142833513,Ally,See Ya In Arbys,11740,29,2,3,0
0,0,0,Red,0,0,54,10,Mage,None,170380,Ryze,3030,362,2,0,1,0,Blue,5,None,Enemy,False,False,Enemy,None,None,Enemy,False,104.5,-266.4000000000001,4769,1,3142809528,Enemy,See Ya In Arbys,425,7,1,0,0
0,0,0,Blue,5,11,66,15,Mage,None,170380,Ryze,27377,7807,5,1,3,2,Red,9,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,3.0,537.5999999999999,12686,7,3142812835,Enemy,See Ya In Arbys,4616,21,1,1,0
0,0,0,Blue,0,6,62,15,Mage,None,170380,Ryze,21827,280,10,1,4,1,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,65.79999999999995,37.299999999999955,11554,7,3142765873,Enemy,See Ya In Arbys,6711,7,0,0,0
1,1,0,Blue,4,4,81,16,Mage,None,170380,Ryze,16906,10332,4,1,3,1,Red,7,Ally,Ally,False,False,Enemy,Enemy,False,Enemy,False,300.5,142.9000000000001,11830,5,3142749448,Ally,See Ya In Arbys,3805,33,2,3,0
0,0,0,Red,1,4,51,14,Mage,None,170380,Ryze,11429,8022,4,1,3,2,Blue,10,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,108.5,-127.70000000000005,9186,1,3142712794,Enemy,See Ya In Arbys,3114,16,2,2,0
1,1,2,Blue,9,9,225,16,Marksman,None,261050,Caitlyn,39577,11310,12,1,4,2,Red,10,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,175.5,-852.9000000000001,14559,11,3036351158,Enemy,Daggie,3159,27,0,2,0
0,3,0,Red,1,5,66,17,Mage,None,50829,Ryze,30752,1587,5,1,2,2,Blue,11,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-169.0999999999999,174.0999999999999,13168,4,3036203262,Ally,Daggie,11414,26,1,5,0
0,0,0,Blue,0,2,21,8,Mage,None,50829,Ryze,4012,0,3,0,2,2,Red,10,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,-141.70000000000005,206.0999999999999,3665,0,3036090494,Enemy,Daggie,0,3,0,0,0
0,0,0,Blue,1,1,33,14,Mage,None,50829,Ryze,11062,246,4,1,4,2,Red,9,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,-56.200000000000045,519.3,8363,1,3036074782,Enemy,Daggie,729,23,1,0,0
0,1,0,Red,1,1,25,12,Marksman,None,258137,Vayne,9074,1262,7,1,2,3,Blue,11,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-497.20000000000005,-577.0999999999999,9111,4,3035723502,Enemy,Daggie,2579,21,0,5,0
0,0,0,Blue,1,7,37,12,Marksman,None,18528,Kaisa,9469,2812,8,1,3,2,Red,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-545.4000000000001,-214.0,8381,2,3035695316,Enemy,Daggie,1510,11,0,0,0
1,1,2,Blue,10,7,57,12,Marksman,None,261050,Caitlyn,17008,21405,3,0,2,0,Red,0,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,-333.70000000000005,-151.5999999999999,10577,7,3035012901,Ally,Daggie,1794,11,0,1,1
0,3,1,Blue,7,4,101,13,Marksman,None,261050,Caitlyn,11054,20731,2,0,0,0,Red,3,None,Enemy,False,False,Ally,Ally,True,Ally,False,-353.5999999999999,-238.20000000000005,10921,2,3034986211,None,Daggie,2252,24,0,5,1
2,4,1,Red,7,7,211,15,Marksman,None,25613,Twitch,23854,10659,8,0,1,0,Blue,6,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,-11.0,511.5999999999999,15964,12,3033678128,Ally,Daggie,2509,21,0,4,1
0,1,0,Red,4,9,186,14,Marksman,None,30401,MissFortune,18359,8188,11,1,2,1,Blue,9,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,18.90000000000009,-115.40000000000009,10426,1,3033615268,Enemy,Daggie,1326,14,0,2,0
0,0,0,Red,5,4,214,10,Fighter,None,5528,Pantheon,3941,13608,1,0,0,0,Blue,0,None,Ally,False,False,None,None,None,Ally,False,163.20000000000005,235.0999999999999,6781,3,3131192176,Ally,SWIIM310,4520,8,1,0,1
0,2,2,Red,10,21,417,15,Marksman,None,48925,Graves,27673,17426,3,0,1,0,Blue,0,None,Enemy,False,False,Ally,Ally,True,Ally,False,457.9000000000001,108.0,15912,16,3131160950,None,SWIIM310,11408,18,1,1,1
0,0,0,Red,0,0,16,2,Assassin,None,175993,Ekko,207,0,2,0,0,1,Blue,5,None,Enemy,False,False,None,Enemy,False,Enemy,False,-635.5,-1112.0,1293,0,3131119282,None,SWIIM310,0,0,0,0,0
1,2,2,Red,10,10,630,17,Assassin,None,175993,Ekko,21085,16897,5,0,2,1,Blue,6,Ally,Enemy,False,False,Enemy,Enemy,False,Enemy,False,64.59999999999991,-153.4000000000001,14170,10,3131075879,None,SWIIM310,16077,13,0,2,1
1,3,2,Red,10,15,960,17,Tank,None,11724,Poppy,17899,21145,4,0,1,0,Blue,2,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,155.29999999999995,467.0,14424,8,3131043020,Ally,SWIIM310,5849,20,0,3,1
0,0,0,Blue,3,8,656,16,Assassin,None,175993,Ekko,14044,5532,4,0,4,2,Red,10,None,Enemy,False,False,Enemy,Enemy,False,Ally,False,-409.70000000000005,-174.79999999999995,12014,3,3131013217,None,SWIIM310,14105,16,1,2,0
0,2,0,Blue,4,7,209,14,Fighter,None,80135,Udyr,16416,14723,5,1,2,1,Red,5,Enemy,Ally,False,True,Ally,Enemy,False,Ally,False,52.200000000000045,609.0,11464,5,3130916575,Enemy,SWIIM310,7089,26,1,4,0
1,1,2,Red,9,12,578,15,Fighter,None,30032,Trundle,18772,10300,4,0,3,1,Blue,8,Ally,Ally,False,False,Enemy,Enemy,False,Enemy,False,-69.09999999999991,-289.0999999999999,12695,8,3130908255,Enemy,SWIIM310,20278,18,1,4,1
0,0,0,Red,0,5,390,12,Assassin,None,175993,Ekko,11253,3203,6,1,2,2,Blue,9,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-451.5999999999999,-135.29999999999995,8344,2,3130891945,Enemy,SWIIM310,11454,13,1,2,0
3,3,3,Red,11,19,757,18,Assassin,None,175993,Ekko,34033,34241,5,1,3,2,Blue,7,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,93.59999999999991,-29.200000000000045,21007,9,3130820316,None,SWIIM310,32636,38,0,6,1
1,2,0,Blue,3,2,95,11,Support,None,1622,Pyke,6820,3065,11,1,3,2,Red,7,Ally,Ally,False,True,Ally,Enemy,False,Ally,False,-145.79999999999995,77.90000000000009,8624,4,3130635974,None,SWIIM310,3161,44,3,11,0
0,1,0,Blue,0,8,38,14,Assassin,None,11226,Zed,6208,0,7,1,3,2,Red,9,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,-69.0,455.70000000000005,7446,1,3215763500,None,LAWFUL RESIDENT,2432,9,0,1,0
0,2,1,Blue,8,12,290,16,Fighter,None,6129,Olaf,13138,4917,11,3,3,2,Red,11,Enemy,Ally,False,False,Ally,Ally,False,Ally,False,-121.29999999999995,-333.5999999999999,10785,5,3215695483,Ally,LAWFUL RESIDENT,5208,10,0,0,0
1,1,0,Blue,3,13,108,15,Marksman,None,15906,Kaisa,38818,12015,8,0,3,2,Red,7,Ally,Ally,False,False,Enemy,Enemy,False,Enemy,False,494.9000000000001,89.5,16906,14,3074720825,Ally,LAWFUL RESIDENT,3891,29,4,4,0
0,1,1,Blue,6,3,126,15,Fighter,None,16689,Yasuo,18411,6581,5,1,2,1,Red,8,Enemy,Enemy,False,False,Enemy,Ally,False,Ally,False,-442.79999999999995,-280.29999999999995,13034,8,3068159023,Ally,LAWFUL RESIDENT,1552,15,3,3,0
0,0,0,Red,0,1,48,8,Support,None,498,Braum,2432,141,6,0,2,0,Blue,5,None,Enemy,False,False,Enemy,None,None,Enemy,False,-44.799999999999955,-156.79999999999995,3525,0,3068146376,Enemy,LAWFUL RESIDENT,513,10,4,2,0
3,4,4,Red,9,24,84,16,Tank,None,1213,Leona,12375,2631,5,0,1,1,Blue,4,Ally,Ally,False,False,Ally,Ally,True,Enemy,False,-478.0999999999999,-419.79999999999995,10510,2,3067451381,None,LAWFUL RESIDENT,6857,53,4,7,1
0,0,0,Red,0,8,96,12,Support,None,67916,Thresh,4546,2530,7,1,3,3,Blue,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,224.5,-78.90000000000009,6460,2,3067211569,Enemy,LAWFUL RESIDENT,332,12,3,0,0
0,2,0,Blue,4,17,99,15,Support,None,67916,Thresh,6393,788,4,2,2,1,Red,8,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-311.29999999999995,-185.79999999999995,9340,1,3066978855,None,LAWFUL RESIDENT,212,68,12,5,0
0,1,0,Red,0,1,57,12,Mage,None,4716,Vladimir,11653,373,5,0,3,2,Blue,9,None,Ally,False,False,Ally,Enemy,False,Enemy,False,302.70000000000005,-246.4000000000001,6626,0,3066960883,Ally,LAWFUL RESIDENT,9761,12,2,1,0
0,2,0,Red,5,12,76,11,Support,None,67916,Thresh,5736,3630,1,0,0,0,Blue,1,None,Enemy,False,False,Ally,None,None,Ally,True,109.90000000000009,382.5999999999999,6043,1,3066753893,Ally,LAWFUL RESIDENT,290,31,4,5,1
1,3,1,Blue,8,22,114,12,Support,None,67916,Thresh,7502,4087,4,0,0,0,Red,3,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-305.20000000000005,-415.0,8487,3,3066603536,Enemy,LAWFUL RESIDENT,1562,55,6,5,1
0,2,0,Red,2,1,14,10,Assassin,None,2539,Qiyana,5869,491,1,0,0,0,Blue,1,None,Ally,False,False,Ally,None,None,Ally,False,296.79999999999995,-456.4000000000001,5176,4,3220683837,None,Kakegurui,2378,15,1,1,1
0,1,0,Red,5,20,206,17,Marksman,None,98609,Draven,29342,9352,17,2,4,1,Blue,7,Enemy,Ally,False,True,Enemy,Enemy,False,Ally,False,125.29999999999995,-404.5,17113,13,3220608431,Ally,Kakegurui,3399,23,3,1,0
0,0,0,Blue,3,10,121,14,Marksman,None,114367,Jhin,26840,6090,11,0,4,2,Red,10,None,Enemy,False,False,Enemy,Enemy,False,Ally,False,-413.20000000000005,-505.79999999999995,12261,6,3220622627,Ally,Kakegurui,2337,19,2,3,0
0,1,0,Red,1,2,161,12,Marksman,None,121603,Ezreal,14038,2508,7,1,3,3,Blue,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-162.70000000000005,-212.5999999999999,9020,5,3217178929,Enemy,Kakegurui,613,14,4,0,0
0,1,0,Red,2,3,131,12,Support,None,29449,Pyke,11455,0,8,0,3,1,Blue,7,None,Enemy,False,False,Ally,Enemy,False,Enemy,False,-404.29999999999995,-250.9000000000001,9738,5,3217186743,Ally,Kakegurui,3201,25,6,1,0
0,0,0,Red,0,2,96,9,Marksman,None,121603,Ezreal,6488,1448,4,0,2,0,Blue,3,None,Ally,False,False,Enemy,None,None,Enemy,False,64.5,-283.9000000000001,5468,2,3215845076,None,Kakegurui,5969,13,3,1,0
0,0,0,Red,1,1,308,11,Marksman,None,121014,Graves,13397,10671,2,0,2,0,Blue,4,None,Ally,False,True,Enemy,None,None,Enemy,False,742.4000000000001,747.9000000000001,8262,8,3215862143,Ally,Kakegurui,3515,17,4,2,0
1,3,2,Red,10,5,244,14,Marksman,None,121603,Ezreal,17905,22389,5,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,False,Ally,False,236.29999999999995,121.0,11661,11,3215817179,Ally,Kakegurui,8545,29,4,3,1
0,3,2,Red,8,8,318,13,Fighter,None,54066,RekSai,10761,16010,4,0,0,0,Blue,1,None,Ally,False,False,Ally,Ally,True,Ally,False,536.7,79.70000000000005,9886,5,3215822084,Ally,Kakegurui,13393,22,2,4,1
0,1,1,Red,7,10,762,15,Tank,None,39423,Malphite,14903,10542,5,0,2,0,Blue,5,None,Enemy,False,False,Enemy,Ally,False,Ally,False,77.90000000000009,10.5,11522,7,3215746161,Ally,Kakegurui,5457,39,4,2,1
0,0,0,Red,0,0,0,1,Tank,None,39423,Malphite,0,0,0,0,2,0,Blue,4,None,Enemy,False,False,Enemy,None,None,Enemy,False,41.5,-122.5,2341,0,3215732281,Enemy,Kakegurui,0,0,0,0,0
0,2,0,Red,6,9,156,15,Marksman,None,16683,Kindred,24109,15840,8,1,1,1,Blue,7,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,118.29999999999995,54.90000000000009,13723,8,3134300599,None,Dont text me ,13584,15,0,0,0
1,1,3,Red,11,15,741,18,Tank,None,6949,Sion,33772,8919,9,0,2,1,Blue,6,Ally,Ally,False,True,Enemy,Enemy,False,Enemy,False,-390.29999999999995,-290.0,16215,12,3134104286,None,Dont text me ,10381,26,1,1,1
0,1,0,Red,0,4,161,14,Marksman,None,16683,Kindred,22927,2044,11,1,2,1,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-123.79999999999995,423.5,11533,10,3133736341,Enemy,Dont text me ,9997,16,0,2,0
0,0,0,Red,0,3,43,12,Marksman,None,32662,Corki,12864,1049,7,0,2,3,Blue,11,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,516.2,42.0,8146,1,3112990808,Enemy,Dont text me ,1468,10,0,1,0
1,3,1,Red,9,10,276,14,Fighter,None,24687,XinZhao,14780,10020,5,0,1,0,Blue,3,Ally,Enemy,False,False,Enemy,Ally,True,Ally,False,-421.0999999999999,-239.70000000000005,10421,3,3112827722,Enemy,Dont text me ,11183,16,0,2,1
0,4,0,Blue,6,8,583,16,Tank,None,15941,Chogath,27063,9104,9,1,1,2,Red,8,Enemy,Ally,False,True,Ally,Enemy,False,Ally,False,-410.5999999999999,-162.70000000000005,14065,11,3112816467,Enemy,Dont text me ,11479,19,0,3,0
0,1,0,Blue,3,13,66,14,Support,None,4720,Yuumi,16226,723,5,1,4,3,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-168.0999999999999,106.59999999999991,10085,6,3112778680,Ally,Dont text me ,18775,37,0,4,0
0,2,0,Red,1,5,82,10,Support,None,28905,Pyke,6137,917,9,1,2,1,Blue,7,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,-101.40000000000009,-475.5999999999999,5868,2,3112666858,Ally,Dont text me ,5860,26,0,1,0
0,4,0,Red,6,0,615,18,Mage,None,7479,Sylas,24434,10815,10,1,0,0,Blue,3,Enemy,Ally,False,False,Ally,None,None,Ally,False,-363.0999999999999,24.799999999999955,15007,9,3112651349,None,Dont text me ,7304,17,0,2,0
0,1,0,Red,4,28,48,14,Support,None,24854,Sona,22377,2749,10,1,3,1,Blue,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-68.40000000000009,-47.299999999999955,10547,3,3112098494,Enemy,Dont text me ,18633,52,1,8,0
1,2,1,Blue,8,9,223,15,Mage,None,10547,Karthus,27757,12222,9,0,2,0,Red,5,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,540.5999999999999,105.59999999999991,11850,7,3112089916,Enemy,Dont text me ,4080,11,0,0,1
0,0,0,Red,1,3,24,14,Marksman,None,46577,Tristana,28868,6388,3,0,4,1,Blue,7,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-17.700000000000045,-219.5999999999999,15500,15,3218213613,Enemy,RNG S11,3350,15,0,2,0
0,0,0,Red,0,3,108,12,Fighter,None,155399,Yasuo,7172,161,3,1,1,0,Blue,4,Enemy,Ally,False,False,Enemy,None,None,Enemy,False,338.9000000000001,518.9000000000001,9270,4,3206015895,None,RNG S11,1485,24,1,7,0
1,3,0,Red,5,8,45,14,Assassin,None,1945,Qiyana,18317,10053,6,0,1,1,Blue,6,Ally,Enemy,False,False,Ally,Enemy,False,Ally,False,-287.29999999999995,-425.4000000000001,12086,3,3205989099,Ally,RNG S11,4049,38,2,2,0
0,1,0,Red,2,3,220,15,Fighter,None,68413,Aatrox,19256,4661,3,1,2,2,Blue,10,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,445.0999999999999,225.20000000000005,12818,8,3204896085,None,RNG S11,10985,13,0,2,0
0,1,1,Red,5,14,71,15,Marksman,None,132813,Jinx,35443,20700,4,1,3,2,Blue,9,Enemy,Ally,False,False,Enemy,Ally,True,Ally,True,23.200000000000045,132.5999999999999,17484,14,3204867504,Ally,RNG S11,4544,20,0,5,0
1,2,1,Blue,8,8,138,12,Fighter,None,155399,Yasuo,9597,6993,2,0,1,0,Red,1,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,104.90000000000009,-300.79999999999995,9371,3,3203262236,Ally,RNG S11,3760,20,0,2,1
0,2,0,Blue,3,4,172,11,Mage,None,2071,Swain,12329,5571,4,1,0,1,Red,8,Enemy,Ally,False,True,Ally,Enemy,False,Ally,True,-109.29999999999995,-267.4000000000001,8401,4,3203240940,Enemy,RNG S11,5147,11,1,3,0
0,1,0,Blue,1,8,250,18,Marksman,None,75268,Jhin,31190,5321,2,2,5,6,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-55.299999999999955,321.79999999999995,14785,3,3203188584,Enemy,RNG S11,3823,14,0,2,0
0,0,0,Blue,1,0,6,9,Marksman,None,23547,Xayah,5617,3242,5,0,0,1,Red,9,None,Enemy,False,False,None,Enemy,False,Enemy,False,-277.5999999999999,-473.5999999999999,5630,1,3201985715,None,RNG S11,735,4,0,0,0
0,0,0,Red,6,6,70,13,Marksman,None,393173,Draven,17720,7734,6,2,4,1,Blue,7,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,True,-63.200000000000045,524.7,13852,6,3201958624,None,RNG S11,1801,32,1,6,0
0,1,1,Blue,4,8,544,16,Marksman,None,330428,Teemo,26768,7907,12,2,4,3,Red,11,Enemy,Ally,False,True,Enemy,Ally,False,Enemy,False,147.20000000000005,232.0999999999999,10477,4,3127439266,Enemy,Shroomo,5615,21,0,3,0
1,3,3,Red,11,3,498,16,Marksman,None,330428,Teemo,11455,11980,3,0,1,0,Blue,1,Ally,Ally,False,False,Ally,Ally,False,Ally,False,191.9000000000001,446.70000000000005,11187,0,3127378691,Ally,Shroomo,3652,24,1,4,1
0,1,0,Red,4,6,65,13,Assassin,None,9977,Fizz,10329,1652,5,0,0,0,Blue,0,None,Ally,False,False,Ally,None,None,Ally,False,-117.09999999999991,131.20000000000005,8067,4,3127199358,Ally,Shroomo,663,10,0,1,1
1,2,1,Red,10,3,154,17,Fighter,None,44628,Yasuo,22201,7561,5,0,1,0,Blue,0,Ally,Ally,False,False,Ally,Ally,True,Ally,False,197.70000000000005,291.5999999999999,14206,12,3127171639,Ally,Shroomo,8204,16,1,1,1
1,1,1,Blue,7,1,102,14,Fighter,None,44628,Yasuo,9312,2819,10,0,1,0,Red,3,Ally,Ally,False,True,Enemy,Ally,False,Ally,False,193.79999999999995,-50.59999999999991,8990,1,3127163963,None,Shroomo,375,14,0,0,1
0,2,1,Blue,9,6,60,11,Fighter,None,866,Nasus,9767,872,2,0,0,0,Red,1,None,Ally,False,False,Ally,Ally,True,Ally,False,-47.700000000000045,348.5,6160,3,3126842171,Ally,Shroomo,167,8,0,1,1
1,4,2,Red,9,10,30,15,Support,None,2004,Yuumi,12080,2197,1,0,0,0,Blue,1,Ally,Ally,False,False,Ally,Ally,False,Ally,False,-288.5999999999999,139.0,8154,1,3126831269,Ally,Shroomo,8311,12,0,1,1
