allyBaronKills,allyDragonKills,allyInhibitorKills,allySide,allyTowerKills,assists,ccScore,champLevel,championClass,championID,championMastery,championName,damageToChampions,damageToObjectives,deaths,enemyBaronKills,enemyDragonKills,enemyInhibitorKills,enemySide,enemyTowerKills,firstBaron,firstBlood,firstBloodAssist,firstBloodKill,firstDragon,firstInhibitor,firstInhibitorAssist,firstTower,firstTowerAssist,fiveMinuteGoldDelta,fiveMinuteXPDelta,goldEarned,kills,matchId,riftHerald,summonerName,totalHealed,visionScore,visionWardsPurchased,wardKills,win
2,4,3,Blue,11,6,486,17,Marksman,None,330428,Teemo,29531,12691,5,0,0,0,Red,2,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-320.4000000000001,162.70000000000005,12931,5,3126771211,Ally,Shroomo,6570,17,0,2,1
0,3,2,Blue,9,3,264,13,Marksman,None,330428,Teemo,10022,2947,3,0,0,0,Red,0,None,Ally,False,False,Ally,Ally,False,Ally,False,598.5999999999999,-371.0999999999999,8025,3,3126741516,Ally,Shroomo,2814,13,0,2,1
1,0,0,Blue,3,4,485,17,Marksman,None,330428,Teemo,22977,21604,7,1,3,1,Red,7,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,386.79999999999995,509.5,13447,10,3126426235,Enemy,Shroomo,9422,18,0,4,0
1,3,3,Red,11,4,428,15,Marksman,None,330428,Teemo,16362,7650,6,0,1,0,Blue,1,Ally,Enemy,False,False,Enemy,Ally,True,Ally,False,-392.79999999999995,-328.29999999999995,9600,2,3126417625,Enemy,Shroomo,2334,24,1,2,1
0,0,0,Red,3,7,133,13,Fighter,None,5471,Hecarim,15448,6863,7,1,4,2,Blue,11,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,-175.5,469.70000000000005,11450,11,3082120016,Ally,L9 Gage,12940,16,1,1,0
0,0,0,Blue,0,1,115,8,Assassin,None,349571,Rengar,2261,3343,5,0,2,0,Red,3,None,Enemy,False,False,Enemy,None,None,Enemy,False,-1.2000000000000455,-133.5999999999999,4226,1,3081739317,Enemy,L9 Gage,5092,13,2,2,0
1,2,3,Blue,10,4,258,16,Assassin,None,349571,Rengar,20522,28931,4,0,1,0,Red,1,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,-57.59999999999991,-316.29999999999995,13434,10,3081710498,Ally,L9 Gage,10745,33,1,5,1
1,3,3,Red,11,4,214,14,Assassin,None,349571,Rengar,16136,26779,4,0,0,0,Blue,1,Ally,Ally,False,False,Ally,Ally,True,Ally,False,-91.09999999999991,235.5,10630,7,3080812178,None,L9 Gage,9454,22,3,5,1
0,2,2,Red,9,7,164,13,Assassin,None,349571,Rengar,17686,15869,3,0,0,0,Blue,0,None,Ally,False,False,Ally,Ally,False,Ally,False,64.09999999999991,-79.20000000000005,10039,12,3080543793,None,L9 Gage,6648,19,1,3,1
1,4,2,Red,9,10,406,18,Fighter,None,5902,Vi,26946,22966,6,1,1,0,Blue,7,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,-89.79999999999995,-279.9000000000001,17016,9,3080433795,Enemy,L9 Gage,11019,22,0,7,1
2,2,1,Red,7,14,271,17,Fighter,None,5471,Hecarim,35679,28438,8,0,2,0,Blue,2,Ally,Ally,False,False,Enemy,Ally,False,Ally,False,63.40000000000009,366.5,17575,17,3080365294,Ally,L9 Gage,20433,25,1,6,1
1,7,2,Red,7,9,117,17,Assassin,None,349571,Rengar,16757,6020,13,1,0,2,Blue,8,Ally,Ally,False,False,Ally,Ally,False,Ally,False,612.8,91.90000000000009,13697,4,3079700362,None,L9 Gage,13758,50,2,3,0
0,2,0,Red,2,3,134,14,Assassin,None,349571,Rengar,21410,2572,8,0,1,1,Blue,9,None,Ally,False,True,Enemy,Enemy,False,Ally,False,212.5,-241.9000000000001,12050,12,3079231130,None,L9 Gage,7499,25,1,3,0
0,2,0,Blue,1,8,122,10,Tank,None,4243,Alistar,9502,2684,7,0,0,0,Red,7,None,Enemy,False,False,Ally,None,None,Enemy,False,-207.20000000000005,524.5999999999999,6026,2,3166207185,Enemy,Zarnithon,4579,22,3,0,0
0,0,0,Red,1,6,141,16,Assassin,None,196,Qiyana,20513,7265,10,1,4,3,Blue,10,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,716.0,-78.09999999999991,13656,13,3108568123,Enemy,Zarnithon,7916,26,1,6,0
2,2,1,Blue,6,14,312,17,Fighter,None,6505,Irelia,38913,23373,4,0,2,0,Red,7,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,281.20000000000005,828.4000000000001,19475,21,3095551790,Enemy,Zarnithon,16894,18,2,1,1
2,3,3,Red,8,14,131,14,Tank,None,214,Blitzcrank,10588,1342,9,1,2,2,Blue,7,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,38.700000000000045,-166.0999999999999,8791,0,3072491814,Ally,Zarnithon,3499,69,9,7,0
0,2,1,Red,8,8,93,14,Marksman,None,104789,Kaisa,20040,11590,9,2,2,2,Blue,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-480.4000000000001,-299.29999999999995,12368,9,3069523246,Ally,Zarnithon,2800,33,6,3,0
0,0,0,Red,5,8,168,13,Mage,None,5537,Neeko,13518,1926,11,1,4,1,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,-175.9000000000001,-155.0,7620,0,3068285022,Enemy,Zarnithon,1125,12,2,0,0
0,4,0,Blue,6,5,5,15,Marksman,None,33595,Lucian,13815,9772,8,2,1,1,Red,9,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,362.5,332.5999999999999,13030,4,3068275274,None,Zarnithon,4306,38,3,7,0
0,1,0,Red,2,3,47,12,Marksman,None,104789,Kaisa,10455,3381,6,1,2,1,Blue,8,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,88.79999999999995,86.70000000000005,8424,1,3068249993,Ally,Zarnithon,1779,19,4,2,0
1,0,1,Blue,7,12,275,17,Marksman,None,44884,Varus,28527,22386,4,1,4,1,Red,6,Enemy,Ally,False,False,Enemy,Ally,False,Enemy,False,191.5999999999999,56.0,17090,10,3068230146,Ally,Zarnithon,5129,28,1,8,1
0,1,1,Blue,6,4,45,12,Marksman,None,45054,Tristana,12464,11419,9,1,3,1,Red,6,Enemy,Enemy,False,False,Ally,Ally,False,Ally,False,-17.59999999999991,339.0999999999999,11573,5,3068203776,Ally,Zarnithon,1406,27,2,9,0
0,1,1,Red,7,4,20,14,Marksman,None,20970,Xayah,16710,8037,9,1,3,1,Blue,8,Enemy,Enemy,False,False,Ally,Ally,False,Enemy,False,-251.70000000000005,236.0,12183,2,3214898807,Enemy,HypothalmusCRH,1606,11,1,1,0
0,0,0,Blue,0,0,6,9,Marksman,None,10787,Kaisa,5473,133,6,0,2,1,Red,9,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-21.59999999999991,330.29999999999995,5756,2,3204657427,Enemy,HypothalmusCRH,1167,4,0,1,0
0,1,0,Blue,2,8,96,12,Marksman,None,20970,Xayah,19583,7218,7,1,2,1,Red,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,285.79999999999995,-65.5,9489,5,3204632936,Enemy,HypothalmusCRH,1319,10,2,0,0
0,2,3,Blue,11,7,74,14,Marksman,None,49347,Lucian,32975,10982,5,0,0,0,Red,0,None,Enemy,False,False,Ally,Ally,False,Ally,False,-311.9000000000001,-65.59999999999991,15709,20,3132626654,Ally,HypothalmusCRH,1851,7,1,1,1
0,2,0,Red,3,9,50,15,Marksman,None,10787,Kaisa,16201,0,4,0,1,3,Blue,10,None,Enemy,False,False,Ally,Enemy,False,Enemy,False,597.3,904.3,9260,1,3118683990,None,HypothalmusCRH,1978,2,1,0,0
0,0,0,Blue,2,2,0,11,Marksman,None,10787,Kaisa,13347,2217,5,0,2,0,Red,5,None,Enemy,False,False,Enemy,None,None,Enemy,False,25.90000000000009,-438.20000000000005,10644,7,3118664343,Ally,HypothalmusCRH,1826,5,2,1,0
0,2,0,Red,3,4,0,11,Marksman,None,10787,Kaisa,14099,11336,3,0,0,0,Blue,3,None,Ally,False,False,Ally,None,None,Ally,False,-49.0,74.59999999999991,10729,7,3118635051,Ally,HypothalmusCRH,2292,5,1,0,1
0,1,3,Blue,11,5,0,12,Marksman,None,10787,Kaisa,13139,9246,1,0,0,0,Red,1,None,Enemy,False,False,Ally,Ally,True,Ally,False,-3.7000000000000455,-202.20000000000005,11000,7,3118606859,None,HypothalmusCRH,2638,1,0,0,1
1,0,1,Red,7,12,69,17,Marksman,None,10787,Kaisa,43794,20047,4,1,5,1,Blue,7,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,101.70000000000005,-374.0999999999999,16788,11,3118206214,None,HypothalmusCRH,4194,6,2,1,1
0,1,0,Red,3,12,63,15,Marksman,None,49347,Lucian,23717,6634,7,1,2,1,Blue,7,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,554.0999999999999,-333.29999999999995,14060,12,3118190982,Enemy,HypothalmusCRH,3840,13,1,3,0
0,0,0,Blue,4,4,24,14,Assassin,None,3274,Leblanc,18236,1712,3,1,3,0,Red,5,Enemy,Ally,False,True,Enemy,None,None,Ally,False,4.599999999999909,-245.29999999999995,10822,7,3118166980,Ally,HypothalmusCRH,4832,8,1,1,0
2,4,4,Blue,11,5,197,17,Fighter,None,89859,Darius,43161,13665,13,0,1,0,Red,2,Ally,Ally,False,True,Ally,Ally,False,Ally,False,366.5999999999999,-3.599999999999909,17162,19,3209811201,Ally,HorseDong4URMOM,5317,25,1,2,1
1,2,4,Blue,11,11,318,16,Tank,None,13343,Amumu,22017,27352,7,0,1,0,Red,3,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,-104.29999999999995,316.0999999999999,14571,12,3209734192,Ally,HorseDong4URMOM,8826,20,0,0,1
0,0,0,Blue,0,2,198,9,Fighter,None,103321,LeeSin,6092,0,13,0,1,1,Red,8,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-64.90000000000009,-342.29999999999995,5854,3,3209718596,Enemy,HorseDong4URMOM,2634,8,1,0,0
0,1,0,Blue,5,12,267,15,Support,None,8031,Ivern,15510,2043,6,0,2,1,Red,7,None,Ally,False,False,Ally,Enemy,False,Ally,False,354.0,190.79999999999995,12725,8,3209713096,Ally,HorseDong4URMOM,6539,27,1,2,0
0,0,1,Blue,10,8,108,14,Mage,None,39017,Ahri,27148,3053,15,1,2,0,Red,5,Enemy,Ally,False,False,Enemy,Ally,False,Ally,False,-83.79999999999995,-560.0999999999999,10778,10,3209592196,Ally,HorseDong4URMOM,1330,21,0,1,1
0,2,0,Blue,4,17,309,14,Support,None,8031,Ivern,14599,4508,7,0,2,1,Red,7,None,Ally,False,True,Enemy,Enemy,False,Enemy,False,254.0999999999999,51.200000000000045,11785,7,3209503637,None,HorseDong4URMOM,7272,16,1,0,0
0,1,2,Red,10,9,234,13,Support,None,8031,Ivern,9886,631,8,0,0,0,Blue,3,None,Ally,False,False,Ally,Ally,True,Ally,False,368.0,243.20000000000005,10500,5,3209369598,None,HorseDong4URMOM,3771,15,0,1,1
0,3,1,Blue,9,8,166,13,Fighter,None,89859,Darius,18598,4283,13,0,1,0,Red,1,None,Ally,False,False,Ally,Ally,False,Ally,False,-326.20000000000005,321.4000000000001,9962,6,3209356190,Enemy,HorseDong4URMOM,2610,9,1,0,1
0,0,0,Red,1,7,2,11,Marksman,None,53195,Ezreal,9831,477,16,0,4,2,Blue,9,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-216.0999999999999,-298.29999999999995,6899,0,3209391234,None,HorseDong4URMOM,1257,10,0,0,0
0,0,0,Blue,4,7,198,11,Support,None,8031,Ivern,4465,1995,2,0,0,0,Red,0,None,Enemy,False,False,None,None,None,Ally,True,622.7,331.29999999999995,7102,3,3209145738,None,HorseDong4URMOM,2342,9,0,0,1
0,0,0,Red,0,8,222,15,Fighter,None,26106,Rumble,24002,566,6,2,3,2,Blue,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-255.70000000000005,297.70000000000005,7940,1,3063843341,Enemy,Grubby Guneons,4610,16,0,2,0
0,1,1,Red,5,7,271,13,Fighter,None,35870,Gnar,12282,5227,1,0,1,0,Blue,2,None,Ally,False,False,Enemy,Ally,True,Enemy,False,-340.9000000000001,-195.4000000000001,9235,6,3063811809,Enemy,Grubby Guneons,1793,9,0,0,1
0,2,0,Blue,1,6,423,11,Tank,None,22661,Poppy,5171,1821,4,1,3,2,Red,11,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,250.29999999999995,455.20000000000005,6864,1,3063773618,Enemy,Grubby Guneons,1455,11,0,1,0
0,0,0,Red,0,0,121,9,Fighter,None,35870,Gnar,3225,0,1,0,0,1,Blue,7,None,Enemy,False,False,None,Enemy,False,Enemy,False,-155.4000000000001,432.0,3624,1,3063733489,Enemy,Grubby Guneons,472,5,0,0,0
0,1,0,Blue,5,9,243,15,Fighter,None,11651,Hecarim,22827,23888,5,1,3,2,Red,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,433.70000000000005,509.20000000000005,15222,14,3063586207,Enemy,Grubby Guneons,15566,39,2,11,0
0,0,0,Blue,4,5,141,13,Mage,None,35032,Vladimir,20315,2096,11,1,4,2,Red,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-215.20000000000005,-186.0,9177,3,3063501905,Ally,Grubby Guneons,18879,17,1,2,0
2,2,4,Red,11,16,957,16,Tank,None,33362,Chogath,11653,11380,4,0,1,0,Blue,2,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,-9.5,-325.5999999999999,11310,2,3063112192,Ally,Grubby Guneons,8481,29,3,5,1
0,1,0,Red,3,3,277,12,Fighter,None,35870,Gnar,5680,4031,6,1,3,1,Blue,7,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,True,213.4000000000001,363.9000000000001,7447,1,3063105646,None,Grubby Guneons,802,11,0,2,0
0,0,0,Blue,0,3,141,8,Assassin,None,2082,Khazix,5228,2007,6,0,1,0,Red,4,None,Enemy,False,False,Enemy,None,None,Enemy,False,-351.4000000000001,-625.5999999999999,4884,2,3063057195,None,Grubby Guneons,5649,13,1,2,0
0,3,2,Red,10,7,313,18,Fighter,None,39992,Kayn,33865,41072,3,0,0,0,Blue,2,None,Ally,False,False,Ally,Ally,True,Ally,False,45.200000000000045,-70.0,16673,15,3063045566,None,Grubby Guneons,14446,38,2,8,1
0,2,1,Red,10,7,254,14,Assassin,None,382385,Rengar,23735,23563,1,0,0,0,Blue,0,None,Ally,False,False,Ally,Ally,True,Ally,False,-48.200000000000045,340.9000000000001,12173,14,3062999516,None,Grubby Guneons,10943,9,2,2,1
0,0,0,Red,2,9,191,12,Support,None,54174,Pyke,9159,2817,7,1,3,4,Blue,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,459.5,-175.70000000000005,8443,4,3202966384,Enemy,Egirl piss,6126,22,4,5,0
0,0,0,Blue,0,8,105,13,Support,None,54174,Pyke,8699,629,8,2,4,5,Red,11,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,384.0999999999999,-125.5,9253,3,3202899392,Enemy,Egirl piss,5948,44,3,5,0
1,3,0,Red,4,1,58,14,Assassin,None,31855,Akali,14869,4902,7,0,1,2,Blue,6,Ally,Ally,False,False,Ally,Enemy,False,Ally,False,-391.29999999999995,-226.5,10492,5,3197520838,Ally,Egirl piss,9896,19,1,2,0
0,1,0,Blue,1,9,64,15,Assassin,None,31855,Akali,17988,1334,12,1,3,4,Red,11,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,117.09999999999991,168.0,10446,8,3197426402,Enemy,Egirl piss,6164,14,0,2,0
1,4,3,Blue,11,7,48,15,Assassin,None,31855,Akali,17018,10285,4,0,0,0,Red,1,Ally,Ally,False,False,Ally,Ally,False,Ally,False,-4.2999999999999545,393.5999999999999,11698,8,3197399612,Ally,Egirl piss,8313,26,1,1,1
0,1,0,Blue,1,1,40,13,Assassin,None,31855,Akali,16063,81,8,1,2,2,Red,10,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,36.09999999999991,-505.70000000000005,10333,9,3197393719,Ally,Egirl piss,4951,10,0,0,0
0,1,0,Blue,0,0,44,11,Fighter,None,70935,Aatrox,3177,2517,6,1,2,1,Red,7,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,315.0999999999999,-313.70000000000005,5337,0,3197298719,Enemy,Egirl piss,2127,7,0,0,0
0,2,0,Red,2,9,225,14,Mage,None,5445,Lux,21339,6236,3,1,2,2,Blue,9,Enemy,Ally,False,True,Ally,Enemy,False,Enemy,False,-148.29999999999995,-28.5,12484,12,3197340156,Enemy,Egirl piss,2169,24,2,4,0
0,2,1,Blue,7,3,55,14,Assassin,None,31855,Akali,12482,10350,2,0,1,0,Red,2,None,Enemy,False,False,Ally,Ally,True,Enemy,False,23.200000000000045,554.0,9957,8,3197246482,Enemy,Egirl piss,3992,11,0,1,1
1,2,3,Blue,11,8,52,15,Assassin,None,31855,Akali,15263,3635,5,0,2,0,Red,1,Ally,Ally,False,False,Enemy,Ally,True,Ally,False,34.700000000000045,-280.70000000000005,10227,5,3197230062,Enemy,Egirl piss,5432,21,0,4,1
0,0,0,Blue,1,3,39,12,Assassin,None,31855,Akali,11142,397,7,0,3,2,Red,10,None,Enemy,False,False,Enemy,Enemy,False,Ally,False,90.79999999999995,-184.5,7718,4,3197175387,None,Egirl piss,4121,15,2,2,0
0,3,2,Blue,10,6,251,13,Mage,None,70021,Heimerdinger,25860,3476,2,0,0,0,Red,2,None,Enemy,False,False,Ally,Ally,False,Ally,True,415.4000000000001,689.4000000000001,9953,8,3220699917,Ally,qet,4777,26,4,2,1
0,2,0,Blue,2,1,56,11,Fighter,None,59424,Jayce,6130,1738,2,0,0,0,Red,0,None,Enemy,False,False,Ally,None,None,Ally,False,11.799999999999955,483.20000000000005,5998,2,3220637652,None,qet,1526,5,2,0,1
0,0,0,Red,2,3,107,13,Mage,None,70021,Heimerdinger,15530,2887,6,0,4,1,Blue,8,None,Ally,False,False,Enemy,Enemy,False,Ally,False,-43.09999999999991,-374.79999999999995,8496,2,3220673135,Enemy,qet,2325,13,1,2,0
0,0,0,Blue,5,1,358,18,Mage,None,70021,Heimerdinger,35416,6517,7,1,5,3,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,64.40000000000009,-20.299999999999955,15308,9,3220597731,None,qet,6270,28,2,1,0
1,2,3,Blue,11,17,234,17,Mage,None,70021,Heimerdinger,29967,16146,4,0,2,0,Red,2,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,125.5,-77.40000000000009,13209,3,3220592135,Ally,qet,6020,18,0,3,1
0,4,2,Red,7,9,781,18,Mage,None,70021,Heimerdinger,56711,8057,3,2,2,3,Blue,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,277.29999999999995,553.7,19179,8,3220524768,Enemy,qet,12025,27,2,4,1
0,2,0,Blue,3,7,285,12,Tank,None,57662,JarvanIV,5654,18914,5,1,3,1,Red,7,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,217.70000000000005,-283.9000000000001,7977,0,3220498799,Ally,qet,5542,27,4,4,0
0,3,4,Red,11,11,174,16,Mage,None,70021,Heimerdinger,34509,9539,6,1,2,0,Blue,2,Enemy,Enemy,False,False,Ally,Ally,True,Ally,False,293.79999999999995,-94.0,12200,7,3218730988,Enemy,qet,7282,29,2,7,1
0,3,0,Blue,4,10,416,14,Fighter,None,44586,LeeSin,9408,12822,8,2,2,1,Red,7,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,257.79999999999995,497.5999999999999,10932,6,3218535538,Enemy,qet,10354,37,9,6,0
1,2,0,Blue,6,11,220,17,Mage,None,70021,Heimerdinger,47192,13483,3,0,4,2,Red,7,Ally,Ally,False,False,Enemy,Enemy,False,Ally,False,-278.4000000000001,-444.0,14058,7,3218438143,Ally,qet,8191,28,2,5,0
0,1,0,Blue,2,1,246,11,Assassin,None,112833,Rengar,4900,14919,3,1,2,1,Red,8,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,-470.0,-675.5999999999999,8110,4,3218441922,Ally,qet,8310,20,6,3,0
0,2,3,Blue,9,18,83,14,Tank,None,3195,Leona,10680,2217,13,0,1,0,Red,5,None,Enemy,False,False,Ally,Ally,False,Ally,False,162.20000000000005,-246.20000000000005,9653,4,3185626344,Enemy,KingDaddyNorris,1646,29,5,4,1
0,0,0,Red,0,2,237,10,Mage,None,44529,Sylas,5212,1472,4,0,1,0,Blue,3,None,Ally,False,False,Enemy,None,None,Enemy,False,30.09999999999991,-675.4000000000001,5395,2,3146750539,None,KingDaddyNorris,1053,10,1,1,0
1,1,1,Blue,5,14,663,18,Mage,None,44529,Sylas,26765,9019,4,0,4,2,Red,11,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,-261.4000000000001,-529.2,15966,11,3146712564,Ally,KingDaddyNorris,9714,27,4,2,0
0,4,3,Blue,10,11,216,16,Assassin,None,481949,Fizz,26659,7689,4,0,0,0,Red,1,None,Enemy,False,False,Ally,Ally,True,Ally,False,48.200000000000045,-243.0,13131,14,3141755521,None,KingDaddyNorris,6306,26,2,3,1
0,1,0,Blue,3,6,443,16,Mage,None,44529,Sylas,15508,3642,6,1,3,0,Red,7,Enemy,Enemy,False,False,Ally,None,None,Enemy,False,-204.79999999999995,17.799999999999955,11203,3,3141710000,Enemy,KingDaddyNorris,5149,17,1,1,0
0,3,0,Blue,4,8,329,14,Mage,None,44529,Sylas,19187,5707,8,1,0,1,Red,7,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-5.400000000000091,-316.29999999999995,9847,7,3140943432,Ally,KingDaddyNorris,4273,16,3,0,0
0,0,0,Red,1,7,533,16,Fighter,None,3654,Kayn,7087,4327,4,1,5,4,Blue,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,63.200000000000045,-266.70000000000005,11052,0,3140890828,Enemy,KingDaddyNorris,15285,20,2,3,0
0,0,0,Red,0,6,84,12,Support,None,283,Pyke,8760,440,7,0,4,3,Blue,11,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,-86.59999999999991,-443.29999999999995,7938,3,3140858573,Enemy,KingDaddyNorris,5410,20,5,3,0
1,6,2,Red,9,12,618,18,Mage,None,44529,Sylas,55130,16251,4,0,0,0,Blue,4,Ally,Ally,False,True,Ally,Ally,True,Enemy,False,-395.20000000000005,-233.0999999999999,21875,23,3140427386,None,KingDaddyNorris,16005,15,1,0,1
1,2,2,Red,8,10,519,18,Fighter,None,3654,Kayn,28495,28760,7,1,3,3,Blue,11,Enemy,Ally,False,True,Ally,Ally,False,Ally,False,29.799999999999955,532.9000000000001,20425,15,3140386889,Enemy,KingDaddyNorris,31132,29,1,1,0
1,2,2,Red,10,3,122,17,Fighter,None,224101,Yasuo,12995,5618,9,0,2,0,Blue,5,Ally,Ally,False,False,Ally,Ally,False,Enemy,False,-89.09999999999991,425.20000000000005,11597,3,3146454206,None,JAY BABA,2143,20,2,1,1
0,0,0,Blue,3,3,631,13,Tank,None,12209,Chogath,12344,1791,5,1,3,3,Red,11,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,-5.599999999999909,229.5,8112,3,3057900697,Ally,JAY BABA,5371,21,5,2,0
2,3,1,Red,8,15,20,18,Marksman,None,18195,Corki,26663,17774,5,0,1,0,Blue,4,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,142.20000000000005,-39.700000000000045,14416,6,3057865898,Enemy,JAY BABA,9080,41,4,8,1
1,3,2,Blue,9,4,101,14,Fighter,None,99332,Riven,8689,11531,6,0,0,0,Red,2,Ally,Ally,False,False,Ally,Ally,False,Ally,False,-92.90000000000009,193.79999999999995,10167,4,3057858570,Ally,JAY BABA,1277,20,3,3,1
0,2,0,Red,5,3,90,17,Fighter,None,86753,Jax,10293,739,9,1,3,1,Blue,8,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,-44.200000000000045,304.5999999999999,11782,3,3057850450,Enemy,JAY BABA,2303,33,2,6,0
1,1,2,Blue,9,3,51,14,Fighter,None,16096,Illaoi,13179,4603,8,0,2,0,Red,0,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,-444.0999999999999,-235.0999999999999,10117,5,3057824282,Ally,JAY BABA,4130,20,3,1,1
0,1,0,Red,1,0,120,13,Fighter,None,222470,Darius,10272,3163,9,1,2,4,Blue,11,Enemy,Ally,False,True,Enemy,Enemy,False,Enemy,False,-452.0999999999999,-572.7,8767,5,3057795875,Enemy,JAY BABA,3948,20,2,0,0
0,2,2,Red,9,2,110,13,Fighter,None,222470,Darius,17107,5357,6,0,0,0,Blue,0,None,Enemy,False,False,Ally,Ally,False,Ally,False,-37.700000000000045,-110.79999999999995,8669,7,3057780261,Ally,JAY BABA,3040,23,6,2,1
1,4,3,Red,11,5,190,17,Fighter,None,222470,Darius,25329,17258,4,0,1,0,Blue,4,Ally,Ally,False,True,Ally,Ally,True,Ally,False,-177.9000000000001,-262.9000000000001,15510,10,3057728578,Ally,JAY BABA,6861,26,3,4,1
2,3,4,Blue,11,12,60,17,Fighter,None,86753,Jax,21317,10702,9,0,1,0,Red,5,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,-49.0,2.099999999999909,14669,10,3057706330,Enemy,JAY BABA,4638,31,2,1,1
0,3,0,Red,6,8,104,17,Fighter,None,222470,Darius,14187,7733,5,2,2,3,Blue,10,Enemy,Ally,False,True,Enemy,Enemy,False,Ally,False,-302.4000000000001,-56.09999999999991,13103,2,3057656345,Ally,JAY BABA,4290,26,5,0,0
0,1,0,Blue,1,8,36,10,Marksman,None,92648,Caitlyn,7940,0,11,1,2,1,Red,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-569.2,-493.70000000000005,5865,1,3166008552,Enemy,Explicit King,1916,6,0,1,0
2,4,1,Red,9,7,25,14,Marksman,None,42946,Tristana,18837,21973,3,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,True,Ally,False,1050.8,-97.59999999999991,11881,7,3165366744,Ally,Explicit King,1451,13,0,2,1
0,0,0,Blue,0,0,13,7,Marksman,None,92648,Caitlyn,4172,0,4,0,1,1,Red,9,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-212.9000000000001,172.0,3648,2,3165364369,None,Explicit King,479,1,0,0,0
0,0,0,Red,1,0,0,8,Marksman,None,63002,Kaisa,761,2307,2,0,1,1,Blue,6,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,644.5999999999999,307.5999999999999,4413,0,3165371743,Enemy,Explicit King,216,4,0,0,0
0,1,0,Blue,0,0,43,9,Marksman,None,92648,Caitlyn,5277,1669,3,0,1,0,Red,2,None,Ally,False,False,Ally,None,None,Enemy,False,351.0,302.79999999999995,6267,1,3165340266,Enemy,Explicit King,1069,7,0,0,0
2,4,5,Red,11,13,115,17,Support,None,145167,Thresh,11512,8332,6,1,1,0,Blue,4,Ally,Enemy,False,False,Ally,Ally,True,Ally,True,929.8,732.0,13426,4,3165227789,Enemy,Explicit King,2833,67,1,16,1
1,3,1,Blue,8,11,102,18,Marksman,None,92648,Caitlyn,55747,25646,4,3,3,4,Red,9,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,29.299999999999955,-434.5999999999999,21934,16,3165155084,Ally,Explicit King,6640,38,1,5,1
0,1,0,Blue,2,4,0,14,Marksman,None,108829,Lucian,10788,8797,4,1,2,3,Red,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-429.5,-504.5,11191,5,3164315849,Enemy,Explicit King,2780,15,0,2,0
